epoch,train_r2,test_r2
1,0.2693655490875244,0.49512791633605957
2,0.5638632774353027,0.4429854154586792
3,0.6078351736068726,-0.36793220043182373
4,0.6516132354736328,0.5798455476760864
5,0.6798254251480103,0.638338029384613
6,0.7057374715805054,0.5454609394073486
7,0.7223119139671326,0.646651029586792
8,0.7463347911834717,0.4736595153808594
9,0.7490379810333252,0.6333598494529724
10,0.7691727876663208,0.6350424289703369
11,0.781194806098938,0.5930072665214539
12,0.7844401597976685,0.4826909899711609
13,0.803892970085144,0.5913300514221191
14,0.81305330991745,0.6683764457702637
15,0.8151711225509644,0.6704590916633606
