epoch,train_r2_h,train_r2_k,test_r2_h,test_r2_k
1,0.6026312708854675,0.5841721296310425,0.593471348285675,0.532859742641449
2,0.722408652305603,0.7016759514808655,0.644202470779419,0.6638520956039429
3,0.7616170048713684,0.7461873292922974,0.6844860315322876,0.6891239881515503
4,0.7875242829322815,0.7724893689155579,0.7036557197570801,0.705001711845398
5,0.805220365524292,0.7905623912811279,0.7098362445831299,0.7269914150238037
6,0.8189111351966858,0.8060627579689026,0.7066942453384399,0.7303436994552612
7,0.8313130140304565,0.821133553981781,0.7308919429779053,0.7446088194847107
8,0.8427432179450989,0.8314236402511597,0.7330421209335327,0.7441719174385071
9,0.8527690768241882,0.8452092409133911,0.7315962314605713,0.7334768772125244
10,0.8608567118644714,0.8539257049560547,0.7203457355499268,0.7355923652648926
11,0.8692349791526794,0.8618059158325195,0.7334268093109131,0.7504362463951111
12,0.8762360215187073,0.8707717657089233,0.7282083034515381,0.7533779144287109
13,0.8827286958694458,0.877564549446106,0.7233633995056152,0.7460984587669373
14,0.8875337839126587,0.8826708197593689,0.7292437553405762,0.7521432042121887
15,0.8938347697257996,0.8879417181015015,0.728163480758667,0.7561060190200806
